ORF,Sample,coverage,subtype,type,contigs,Domain,Phylum,Class,Order,Family,Genus,Species,Sample_type,mechanism
k141_35030_2,AT5,0.810625383318634,Other class A beta-lactamase,beta_lactam,k141_35030,Bacteria,Pseudomonadota,Gammaproteobacteria,Aeromonadales,Aeromonadaceae,Aeromonas,Aeromonas veronii,AT,Antibiotic inactivation
k141_775969_1,AT5,0.451116932729129,smeE,multidrug,k141_775969,Bacteria,Pseudomonadota,Gammaproteobacteria,Xanthomonadales,Xanthomonadaceae,Lysobacter,Lysobacter sp. CW239,AT,Antibiotic efflux
k141_724277_1,AT5,1.67541271803092,MuxB,multidrug,k141_724277,Bacteria,Pseudomonadota,Betaproteobacteria,Burkholderiales,Alcaligenaceae,Pigmentiphaga,Pigmentiphaga aceris,AT,Antibiotic efflux
k141_724310_3,AT5,0.414785367677119,bacA,bacitracin,k141_724310,Bacteria,Pseudomonadota,Betaproteobacteria,Burkholderiales,Oxalobacteraceae,Collimonas,Collimonas arenae,AT,Antibiotic target alteration
k141_724545_2,AT5,1.23669637936146,MuxB,multidrug,k141_724545,Bacteria,Pseudomonadota,Betaproteobacteria,Burkholderiales,Comamonadaceae,Acidovorax,Acidovorax sp. YS12,AT,Antibiotic efflux
k141_725107_2,AT5,0.888944924748117,mph(A),macrolide-lincosamide-streptogramin,k141_725107,Bacteria,Pseudomonadota,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Klebsiella,Klebsiella pneumoniae,AT,Antibiotic inactivation
k141_611665_1,AT5,0.1659123341185,patB,multidrug,k141_611665,Bacteria,Bacillota,Bacilli,Lactobacillales,Streptococcaceae,Streptococcus,Streptococcus oriscaviae,AT,Antibiotic efflux
k141_386852_1,AT5,0.512648535417015,OXA-46,beta_lactam,k141_386852,Bacteria,Pseudomonadota,Gammaproteobacteria,Thiotrichales,Thiotrichaceae,Thiothrix,Thiothrix winogradskyi,AT,Antibiotic inactivation
k141_102194_4,AT5,0.642374340671337,ugd,polymyxin,k141_102194,Bacteria,Pseudomonadota,Betaproteobacteria,Rhodocyclales,Azonexaceae,Dechloromonas,Dechloromonas sp. TW-R-39-2,AT,Antibiotic target alteration
k141_558357_1,AT5,0.465674940082804,mexK,multidrug,k141_558357,Bacteria,Pseudomonadota,Gammaproteobacteria,Xanthomonadales,Xanthomonadaceae,Thermomonas,Thermomonas aquatica,AT,Antibiotic efflux
k141_900655_1,AT5,0.320611557965209,smeE,multidrug,k141_900655,Bacteria,Pseudomonadota,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas,Pseudomonas aeruginosa,AT,Antibiotic efflux
k141_900706_3,AT5,0.22317443402707,ugd,polymyxin,k141_900706,Bacteria,Pseudomonadota,Alphaproteobacteria,Sphingomonadales,Sphingomonadaceae,Novosphingobium,Novosphingobium sp. KACC 22771,AT,Antibiotic target alteration
k141_333796_2,AT5,0.432851437823989,MuxB,multidrug,k141_333796,Bacteria,Pseudomonadota,Betaproteobacteria,Burkholderiales,Alcaligenaceae,Achromobacter,Achromobacter sp. MFA1 R4,AT,Antibiotic efflux
k141_448418_1,AT5,0.771574389744766,OXA-347,beta_lactam,k141_448418,Bacteria,Bacteroidota,Flavobacteriia,Flavobacteriales,Flavobacteriaceae,Myroides,Myroides odoratimimus,AT,Antibiotic inactivation
k141_335155_5,AT5,0.87404245644834,OXA-2,beta_lactam,k141_335155,Bacteria,Pseudomonadota,Betaproteobacteria,Rhodocyclales,Azonexaceae,Dechloromonas,Dechloromonas sp. TW-R-39-2,AT,Antibiotic inactivation
k141_396804_1,AT5,0.712608114629165,bacA,bacitracin,k141_396804,Bacteria,Pseudomonadota,Betaproteobacteria,Burkholderiales,Comamonadaceae,Acidovorax,Acidovorax sp. YS12,AT,Antibiotic target alteration
k141_282615_1,AT5,0.278632646349475,bacA,bacitracin,k141_282615,Bacteria,Pseudomonadota,Betaproteobacteria,Burkholderiales,Comamonadaceae,Acidovorax,Acidovorax sp. JMULE5,AT,Antibiotic target alteration
k141_764737_2,ODP2,0.152562917915858,emrB,multidrug,k141_764737,Bacteria,Pseudomonadota,Alphaproteobacteria,Sphingomonadales,Sphingomonadaceae,Sphingomonas,Sphingomonas sp. S2-65,ODP,Antibiotic efflux
k141_717588_1,ODP2,0.278404976680589,mexQ,multidrug,k141_717588,Bacteria,Pseudomonadota,Alphaproteobacteria,Hyphomicrobiales,Nitrobacteraceae,Bradyrhizobium,Bradyrhizobium sp. 1(2017),ODP,Antibiotic efflux
k141_25874_1,ODP3,0.716553109855315,MuxB,multidrug,k141_25874,Bacteria,Pseudomonadota,Alphaproteobacteria,Hyphomicrobiales,Nitrobacteraceae,Bradyrhizobium,Bradyrhizobium diazoefficiens,ODP,Antibiotic efflux
k141_585059_1,ODP4,0.68960477043527,cmx,chloramphenicol,k141_585059,Bacteria,Actinomycetota,Actinomycetes,Mycobacteriales,Corynebacteriaceae,Corynebacterium,Corynebacterium jeikeium,ODP,Antibiotic efflux
k141_18033_1,ODP4,0.28085652843823,macB,macrolide-lincosamide-streptogramin,k141_18033,Bacteria,Pseudomonadota,Alphaproteobacteria,Rhodobacterales,Paracoccaceae,Haematobacter,Haematobacter massiliensis,ODP,Antibiotic efflux
k141_543018_4,ODP4,0.119189228967164,ANT(4')-Ib,aminoglycoside,k141_543018,Bacteria,Bacillota,Bacilli,Bacillales,Staphylococcaceae,Staphylococcus,Staphylococcus aureus,ODP,Antibiotic inactivation
k141_449379_2,ODP4,0.758767145121323,MuxB,multidrug,k141_449379,Bacteria,Pseudomonadota,Betaproteobacteria,Burkholderiales,Burkholderiaceae,Cupriavidus,Cupriavidus pauculus,ODP,Antibiotic efflux
k141_881252_2,ODP5,2.62802408781202,tetB(48),tetracycline,k141_881252,Bacteria,Actinomycetota,Actinomycetes,Mycobacteriales,Gordoniaceae,Gordonia,Gordonia insulae,ODP,Antibiotic efflux
k141_129341_7,ODP5,1.95867110506139,tet(43),tetracycline,k141_129341,Bacteria,Actinomycetota,Actinomycetes,Mycobacteriales,Gordoniaceae,Gordonia,Gordonia insulae,ODP,Antibiotic efflux
k141_730349_5,ODP5,0.832644141528901,ICR-Mo,polymyxin,k141_730349,Bacteria,Pseudomonadota,Gammaproteobacteria,Moraxellales,Moraxellaceae,Moraxella,Moraxella osloensis,ODP,Antibiotic target alteration
k141_402009_6,ODP5,2.4059076657876,RbpA,rifamycin,k141_402009,Bacteria,Actinomycetota,Actinomycetes,Mycobacteriales,Gordoniaceae,Gordonia,Gordonia insulae,ODP,Antibiotic target protection
k141_217715_1,ARP4,0.804156546,msr(G),pleuromutilin_tiamulin,k141_217715,NA,Unclassified,Unclassified,Unclassified,Unclassified,Unclassified,Unclassified,ARP,Antibiotic target protection
k141_973692_1,AT1,0.282270814,lnu(F),macrolide-lincosamide-streptogramin,k141_973692,NA,Unclassified,Unclassified,Unclassified,Unclassified,Unclassified,Unclassified,AT,Antibiotic inactivation
k141_735318_1,AT2,0.271783872,OXA-198,beta_lactam,k141_735318,NA,Unclassified,Unclassified,Unclassified,Unclassified,Unclassified,Unclassified,AT,Antibiotic inactivation
k141_296655_2,AT2,0.234639797,lnu(F),macrolide-lincosamide-streptogramin,k141_296655,NA,Unclassified,Unclassified,Unclassified,Unclassified,Unclassified,Unclassified,AT,Antibiotic inactivation
k141_971084_2,AT4,0.356448433,lnu(F),macrolide-lincosamide-streptogramin,k141_971084,NA,Unclassified,Unclassified,Unclassified,Unclassified,Unclassified,Unclassified,AT,Antibiotic inactivation
k141_725383_2,AT4,1.246638507,bacA,bacitracin,k141_725383,NA,Unclassified,Unclassified,Unclassified,Unclassified,Unclassified,Unclassified,AT,Antibiotic target alteration
k141_746004_1,AT5,0.324681636,lnu(F),macrolide-lincosamide-streptogramin,k141_746004,NA,Unclassified,Unclassified,Unclassified,Unclassified,Unclassified,Unclassified,AT,Antibiotic inactivation
k141_40108_2,ARP2,0.547365718,VEB-3,beta_lactam,k141_40108,Bacteria,Pseudomonadota,Gammaproteobacteria,Pasteurellales,Pasteurellaceae,Pasteurella,Pasteurella multocida,ARP,Antibiotic inactivation
k141_148497_2,ARP3,1.216309444,APH(3'')-Ib,aminoglycoside,k141_148497,Bacteria,Pseudomonadota,Gammaproteobacteria,Xanthomonadales,Xanthomonadaceae,Xanthomonas,Xanthomonas arboricola,ARP,Antibiotic inactivation
k141_148497_3,ARP3,1.174056928,APH(6)-Id,aminoglycoside,k141_148497,Bacteria,Pseudomonadota,Gammaproteobacteria,Xanthomonadales,Xanthomonadaceae,Xanthomonas,Xanthomonas arboricola,ARP,Antibiotic inactivation
k141_161204_1,ARP5,0.827966251,tet(M),tetracycline,k141_161204,Bacteria,Fusobacteriota,Fusobacteriia,Fusobacteriales,Fusobacteriaceae,Fusobacterium,Fusobacterium polymorphum,ARP,Antibiotic target protection
k141_503122_1,ARP1,0.488620405,MuxC,multidrug,k141_503122,Bacteria,Pseudomonadota,Betaproteobacteria,Burkholderiales,Comamonadaceae,Acidovorax,Acidovorax avenae,ARP,Antibiotic efflux
k141_578876_2,ARP3,0.277969836,mexK,multidrug,k141_578876,Bacteria,Pseudomonadota,Betaproteobacteria,Burkholderiales,Comamonadaceae,Acidovorax,Acidovorax avenae,ARP,Antibiotic efflux
k141_552052_3,ARP5,3.232100255,sul2,sulfonamide,k141_552052,Bacteria,Pseudomonadota,Betaproteobacteria,Burkholderiales,Burkholderiaceae,Burkholderia,Burkholderia cepacia complex,ARP,Antibiotic target replacement
k141_398728_3,ARP5,1.14821873,IMP-1,beta_lactam,k141_398728,Bacteria,Pseudomonadota,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Stutzerimonas,Stutzerimonas stutzeri group,ARP,Antibiotic inactivation
k141_507890_1,AT2,2.292649071,OXA-10,beta_lactam,k141_507890,Bacteria,Pseudomonadota,Gammaproteobacteria,Enterobacterales,Morganellaceae,Morganella,Morganella morganii,AT,Antibiotic inactivation
k141_377880_1,AT4,0.174348439,mexK,multidrug,k141_377880,Bacteria,Pseudomonadota,Gammaproteobacteria,Moraxellales,Moraxellaceae,Acinetobacter,Unclassified,AT,Antibiotic efflux
k141_354650_3,ARP4,0.329114778,vat(B),macrolide-lincosamide-streptogramin,k141_354650,Bacteria,Bacillota,Clostridia,Eubacteriales,Oscillospiraceae,Acetivibrio,Acetivibrio thermocellus ATCC 27405,ARP,Antibiotic inactivation
k141_601644_1,AT4,0.255588004,rosA,polymyxin,k141_601644,Bacteria,Pseudomonadota,Betaproteobacteria,Burkholderiales,Burkholderiaceae,Burkholderia,Burkholderia cepacia complex,AT,Antibiotic efflux
k141_601644_3,AT4,0.327017136,rosA,polymyxin,k141_601644,Bacteria,Pseudomonadota,Betaproteobacteria,Burkholderiales,Burkholderiaceae,Burkholderia,Burkholderia cepacia complex,AT,Antibiotic efflux
k141_617417_1,ARP2,0.636117849,MuxC,multidrug,k141_617417,Bacteria,Pseudomonadota,Betaproteobacteria,Burkholderiales,Burkholderiaceae,Paraburkholderia,Paraburkholderia xenovorans LB400,ARP,Antibiotic efflux
k141_490337_2,ARP3,0.839622034,efpA,multidrug,k141_490337,Bacteria,Actinomycetota,Actinomycetes,Mycobacteriales,Mycobacteriaceae,Mycolicibacterium,Mycolicibacterium gilvum Spyr1,ARP,Antibiotic efflux
k141_217427_1,AT5,0.184476966,msbA,multidrug,k141_217427,Bacteria,Pseudomonadota,Alphaproteobacteria,Hyphomicrobiales,Nitrobacteraceae,Nitrobacter,Nitrobacter hamburgensis X14,AT,Antibiotic efflux
k141_513403_2,AT1,0.398964134,mexK,multidrug,k141_513403,Bacteria,Pseudomonadota,Alphaproteobacteria,Hyphomicrobiales,Phyllobacteriaceae,Mesorhizobium,Unclassified,AT,Antibiotic efflux
k141_12836_1,ARP5,0.531688213,tet(L),tetracycline,k141_12836,Bacteria,Bacillota,Bacilli,Lactobacillales,Enterococcaceae,Enterococcus,Enterococcus faecium DO,ARP,Antibiotic efflux
k141_679661_1,AT1,1.65867783,AAC(6')-Ib7,aminoglycoside,k141_679661,Bacteria,Pseudomonadota,Betaproteobacteria,Nitrosomonadales,Nitrosomonadaceae,Nitrosomonas,Nitrosomonas eutropha C91,AT,Antibiotic inactivation
k141_183798_2,AT3,1.310954717,AAC(6')-Ib9,aminoglycoside,k141_183798,Bacteria,Pseudomonadota,Betaproteobacteria,Nitrosomonadales,Nitrosomonadaceae,Nitrosomonas,Nitrosomonas eutropha C91,AT,Antibiotic inactivation
k141_234767_1,AT4,0.665821556,qacH,multidrug,k141_234767,Bacteria,Pseudomonadota,Betaproteobacteria,Nitrosomonadales,Nitrosomonadaceae,Nitrosomonas,Nitrosomonas eutropha C91,AT,Antibiotic efflux
k141_696005_1,AT5,2.416003752,AAC(6')-Ib7,aminoglycoside,k141_696005,Bacteria,Pseudomonadota,Betaproteobacteria,Nitrosomonadales,Nitrosomonadaceae,Nitrosomonas,Nitrosomonas eutropha C91,AT,Antibiotic inactivation
k141_906047_2,AT5,0.651629462,OXA-372,beta_lactam,k141_906047,Bacteria,Pseudomonadota,Alphaproteobacteria,Rhodospirillales,Rhodospirillaceae,Magnetospirillum,Magnetospirillum magneticum AMB-1,AT,Antibiotic inactivation
k141_2697_2,AT1,2.264381277,ere(A),macrolide-lincosamide-streptogramin,k141_2697,Bacteria,Thermodesulfobacteriota,Desulfuromonadia,Geobacterales,Geobacteraceae,Trichlorobacter,Trichlorobacter lovleyi SZ,AT,Antibiotic inactivation
k141_549380_1,AT1,0.346046375,linG,macrolide-lincosamide-streptogramin,k141_549380,Bacteria,Thermodesulfobacteriota,Desulfuromonadia,Geobacterales,Geobacteraceae,Trichlorobacter,Trichlorobacter lovleyi SZ,AT,Antibiotic inactivation
k141_710162_1,AT4,0.410914376,catB3,chloramphenicol,k141_710162,Bacteria,Thermodesulfobacteriota,Desulfuromonadia,Geobacterales,Geobacteraceae,Trichlorobacter,Trichlorobacter lovleyi SZ,AT,Antibiotic inactivation
k141_25411_3,ARP4,0.283832003,rphB,rifamycin,k141_25411,Bacteria,Bacillota,Clostridia,Eubacteriales,Peptococcaceae,Desulfofarcimen,Desulfofarcimen acetoxidans DSM 771,ARP,Antibiotic inactivation
k141_500831_1,AT1,2.00154064,oqxB,multidrug,k141_500831,Bacteria,Pseudomonadota,Gammaproteobacteria,Xanthomonadales,Xanthomonadaceae,Xanthomonas,Xanthomonas translucens pv. Phleipratensis,AT,Antibiotic efflux
k141_847758_6,AT2,3.568973209,oqxB,multidrug,k141_847758,Bacteria,Pseudomonadota,Gammaproteobacteria,Xanthomonadales,Xanthomonadaceae,Xanthomonas,Xanthomonas translucens pv. Phleipratensis,AT,Antibiotic efflux
k141_250295_7,AT3,2.022108944,oqxB,multidrug,k141_250295,Bacteria,Pseudomonadota,Gammaproteobacteria,Xanthomonadales,Xanthomonadaceae,Xanthomonas,Xanthomonas translucens pv. Phleipratensis,AT,Antibiotic efflux
k141_12858_7,AT4,2.354511898,oqxB,multidrug,k141_12858,Bacteria,Pseudomonadota,Gammaproteobacteria,Xanthomonadales,Xanthomonadaceae,Xanthomonas,Xanthomonas translucens pv. Phleipratensis,AT,Antibiotic efflux
k141_865369_7,AT5,3.89185574,oqxB,multidrug,k141_865369,Bacteria,Pseudomonadota,Gammaproteobacteria,Xanthomonadales,Xanthomonadaceae,Xanthomonas,Xanthomonas translucens pv. Phleipratensis,AT,Antibiotic efflux
k141_1012554_2,AT1,0.773831001,OXA-198,beta_lactam,k141_1012554,Bacteria,Chlorobiota,Chlorobiia,Chlorobiales,Chlorobiaceae,Chlorobaculum,Chlorobaculum parvum NCIB 8327,AT,Antibiotic inactivation
k141_564358_2,AT2,0.611954239,OXA-198,beta_lactam,k141_564358,Bacteria,Chlorobiota,Chlorobiia,Chlorobiales,Chlorobiaceae,Chlorobaculum,Chlorobaculum parvum NCIB 8327,AT,Antibiotic inactivation
k141_903620_1,AT3,0.345130455,OXA-198,beta_lactam,k141_903620,Bacteria,Chlorobiota,Chlorobiia,Chlorobiales,Chlorobiaceae,Chlorobaculum,Chlorobaculum parvum NCIB 8327,AT,Antibiotic inactivation
k141_433852_1,AT4,0.458908388,OXA-198,beta_lactam,k141_433852,Bacteria,Chlorobiota,Chlorobiia,Chlorobiales,Chlorobiaceae,Chlorobaculum,Chlorobaculum parvum NCIB 8327,AT,Antibiotic inactivation
k141_711322_3,AT5,0.363052772,OXA-198,beta_lactam,k141_711322,Bacteria,Chlorobiota,Chlorobiia,Chlorobiales,Chlorobiaceae,Chlorobaculum,Chlorobaculum parvum NCIB 8327,AT,Antibiotic inactivation
k141_135658_1,AT1,0.270386571,bacA,bacitracin,k141_135658,Bacteria,Pseudomonadota,Alphaproteobacteria,Hyphomicrobiales,Hyphomicrobiaceae,Hyphomicrobium,Hyphomicrobium denitrificans ATCC 51888,AT,Antibiotic target alteration
k141_149184_3,AT1,0.117559379,amrB,multidrug,k141_149184,Bacteria,Pseudomonadota,Alphaproteobacteria,Hyphomicrobiales,Hyphomicrobiaceae,Hyphomicrobium,Hyphomicrobium denitrificans ATCC 51888,AT,Antibiotic efflux
k141_227879_1,AT2,0.178625337,amrB,multidrug,k141_227879,Bacteria,Pseudomonadota,Alphaproteobacteria,Hyphomicrobiales,Hyphomicrobiaceae,Hyphomicrobium,Hyphomicrobium denitrificans ATCC 51888,AT,Antibiotic efflux
k141_884673_1,AT3,0.393649665,mexQ,multidrug,k141_884673,Bacteria,Pseudomonadota,Alphaproteobacteria,Hyphomicrobiales,Hyphomicrobiaceae,Hyphomicrobium,Hyphomicrobium denitrificans ATCC 51888,AT,Antibiotic efflux
k141_111906_3,AT3,0.177116587,MuxB,multidrug,k141_111906,Bacteria,Pseudomonadota,Alphaproteobacteria,Hyphomicrobiales,Hyphomicrobiaceae,Hyphomicrobium,Hyphomicrobium denitrificans ATCC 51888,AT,Antibiotic efflux
k141_730727_3,AT4,0.349082406,amrB,multidrug,k141_730727,Bacteria,Pseudomonadota,Alphaproteobacteria,Hyphomicrobiales,Hyphomicrobiaceae,Hyphomicrobium,Hyphomicrobium denitrificans ATCC 51888,AT,Antibiotic efflux
k141_798664_2,AT5,0.153974043,MuxB,multidrug,k141_798664,Bacteria,Pseudomonadota,Alphaproteobacteria,Hyphomicrobiales,Hyphomicrobiaceae,Hyphomicrobium,Hyphomicrobium denitrificans ATCC 51888,AT,Antibiotic efflux
k141_285856_1,ARP1,0.628663466,oqxB,multidrug,k141_285856,Bacteria,Pseudomonadota,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas,Pseudomonas chlororaphis subsp. Aureofaciens,ARP,Antibiotic efflux
k141_172900_3,ARP5,0.703026954,oqxB,multidrug,k141_172900,Bacteria,Pseudomonadota,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas,Pseudomonas chlororaphis subsp. Aureofaciens,ARP,Antibiotic efflux
k141_660132_2,AT3,0.656288875,oqxB,multidrug,k141_660132,Bacteria,Pseudomonadota,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas,Pseudomonas chlororaphis subsp. Aureofaciens,AT,Antibiotic efflux
k141_342253_2,AT4,0.805365929,oqxB,multidrug,k141_342253,Bacteria,Pseudomonadota,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas,Pseudomonas chlororaphis subsp. Aureofaciens,AT,Antibiotic efflux
k141_342253_3,AT4,0.34681846,MexF,multidrug,k141_342253,Bacteria,Pseudomonadota,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas,Pseudomonas chlororaphis subsp. Aureofaciens,AT,Antibiotic efflux
k141_499573_2,ARP4,0.244843944,MuxC,multidrug,k141_499573,Bacteria,Pseudomonadota,Alphaproteobacteria,Hyphomicrobiales,Methylocystaceae,Methylosinus,Methylosinus trichosporium OB3b,ARP,Antibiotic efflux
k141_499573_4,ARP4,0.396308859,MuxC,multidrug,k141_499573,Bacteria,Pseudomonadota,Alphaproteobacteria,Hyphomicrobiales,Methylocystaceae,Methylosinus,Methylosinus trichosporium OB3b,ARP,Antibiotic efflux
k141_93517_1,AT4,0.559498128,aadA6,aminoglycoside,k141_93517,Bacteria,Pseudomonadota,Betaproteobacteria,Burkholderiales,Comamonadaceae,Variovorax,Unclassified,AT,Antibiotic inactivation
k141_93517_2,AT4,0.289678435,qacH,multidrug,k141_93517,Bacteria,Pseudomonadota,Betaproteobacteria,Burkholderiales,Comamonadaceae,Variovorax,Unclassified,AT,Antibiotic efflux
k141_835633_2,AT5,0.460716515,qacH,multidrug,k141_835633,Bacteria,Pseudomonadota,Betaproteobacteria,Burkholderiales,Comamonadaceae,Variovorax,Unclassified,AT,Antibiotic efflux
k141_440840_2,ARP2,3.26116055,tet(V),tetracycline,k141_440840,Bacteria,Actinomycetota,Actinomycetes,Mycobacteriales,Mycobacteriaceae,Mycolicibacterium,Mycolicibacterium rhodesiae NBB3,ARP,Antibiotic efflux
k141_234700_2,ARP1,0.617598956,tet(O),tetracycline,k141_234700,Bacteria,Bacillota,Clostridia,Eubacteriales,Lachnospiraceae,Roseburia,Roseburia intestinalis XB6B4,ARP,Antibiotic target protection
k141_408276_3,AT3,0.352842004,oqxB,multidrug,k141_408276,Bacteria,Pseudomonadota,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas,Pseudomonas fluorescens R124,AT,Antibiotic efflux
k141_656189_3,AT1,0.58816577,OXA-372,beta_lactam,k141_656189,Bacteria,Pseudomonadota,Betaproteobacteria,Burkholderiales,Alcaligenaceae,Achromobacter,Achromobacter xylosoxidans A8,AT,Antibiotic inactivation
k141_5502_5,AT4,0.317551218,OXA-198,beta_lactam,k141_5502,Bacteria,Pseudomonadota,Gammaproteobacteria,Chromatiales,Chromatiaceae,Thioflavicoccus,Thioflavicoccus mobilis 8321,AT,Antibiotic inactivation
k141_771505_1,ODP2,0.335316247,cmx,chloramphenicol,k141_771505,Bacteria,Actinomycetota,Actinomycetes,Mycobacteriales,Corynebacteriaceae,Corynebacterium,Corynebacterium variabile DSM 44702,ODP,Antibiotic efflux
k141_775211_2,AT2,0.704935631,bacA,bacitracin,k141_775211,Bacteria,Pseudomonadota,Betaproteobacteria,Burkholderiales,Sphaerotilaceae,Rubrivivax,Rubrivivax gelatinosus IL144,AT,Antibiotic target alteration
k141_800589_2,AT3,1.544911774,amrB,multidrug,k141_800589,Bacteria,Pseudomonadota,Betaproteobacteria,Burkholderiales,Sphaerotilaceae,Rubrivivax,Rubrivivax gelatinosus IL144,AT,Antibiotic efflux
k141_78344_1,ARP1,0.534811459,MexB,multidrug,k141_78344,Bacteria,Campylobacterota,Epsilonproteobacteria,Campylobacterales,Arcobacteraceae,Aliarcobacter,Aliarcobacter cryaerophilus D2610,ARP,Antibiotic efflux
k141_832320_1,AT2,2.473269597,tetX2,tetracycline,k141_832320,Bacteria,Bacteroidota,Flavobacteriia,Flavobacteriales,Flavobacteriaceae,Flavobacterium,Flavobacterium branchiophilum FL-15,AT,Antibiotic inactivation
k141_357102_3,AT4,0.433119092,RbpA,rifamycin,k141_357102,Bacteria,Actinomycetota,Actinomycetes,Mycobacteriales,Mycobacteriaceae,Mycobacterium,Mycobacterium haemophilum DSM 44634,AT,Antibiotic target protection
k141_330490_2,ARP2,0.273546981,RbpA,rifamycin,k141_330490,Bacteria,Actinomycetota,Actinomycetes,Mycobacteriales,Corynebacteriaceae,Corynebacterium,Corynebacterium vitaeruminis DSM 20294,ARP,Antibiotic target protection
k141_587499_2,ARP5,0.244277578,RbpA,rifamycin,k141_587499,Bacteria,Actinomycetota,Actinomycetes,Mycobacteriales,Corynebacteriaceae,Corynebacterium,Corynebacterium vitaeruminis DSM 20294,ARP,Antibiotic target protection
k141_631031_1,ARP2,0.299401392,arr-1,rifamycin,k141_631031,Bacteria,Actinomycetota,Actinomycetes,Mycobacteriales,Mycobacteriaceae,Mycolicibacterium,Mycolicibacterium mucogenicum DSM 44124,ARP,Antibiotic inactivation
